ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
8032,23,12,2023,73,P,181,8,13,30000
1530,15,7,2023,64,P,794,16,2,20000
7275,2,9,2022,64,P,357,20,4,50000
811,13,7,2024,64,L,53,12,10,20000
2077,14,7,2023,22,L,430,11,7,30000
5420,26,10,2022,80,L,842,20,9,10000
3322,28,5,2022,55,L,183,15,7,40000
5991,19,7,2024,75,P,152,6,10,10000
4133,25,2,2022,47,L,812,14,5,10000
7632,7,3,2023,32,P,782,13,9,10000
5512,28,5,2024,35,L,709,8,8,10000
6225,3,1,2024,38,L,782,16,3,20000
5720,4,9,2024,37,P,848,3,1,50000
3483,13,10,2023,76,L,399,5,6,20000
9290,9,6,2024,56,L,291,14,3,30000
2142,5,12,2024,34,L,463,11,11,30000
7004,17,3,2024,65,P,254,17,10,50000
7805,24,9,2024,32,L,35,17,4,20000
716,21,10,2024,53,L,974,17,1,40000
4364,16,8,2022,70,L,525,17,2,30000
4656,21,3,2023,21,L,732,1,1,20000
4390,20,7,2023,38,L,990,14,11,30000
6116,22,10,2023,48,P,953,1,13,20000
2210,11,10,2024,40,L,247,19,2,50000
7380,20,3,2022,57,L,60,8,12,50000
6754,17,10,2024,37,P,349,18,8,40000
5806,26,11,2024,78,L,17,20,14,30000
8004,3,3,2023,53,L,511,10,13,40000
2177,22,8,2023,61,P,694,13,7,20000
7045,11,3,2024,53,L,859,5,3,20000
8856,13,11,2024,52,P,584,1,7,50000
7379,4,4,2024,75,L,317,13,13,10000
6726,12,11,2022,71,P,338,3,4,10000
5450,17,10,2023,65,L,84,1,13,10000
330,6,2,2022,55,L,416,4,4,10000
4920,2,11,2022,41,P,852,17,10,50000
9868,11,10,2022,68,L,821,18,9,30000
7383,21,7,2022,27,L,610,6,9,50000
1039,7,3,2022,75,L,422,19,13,30000
9587,23,7,2023,25,P,237,15,13,10000
3136,25,3,2023,70,L,573,13,5,20000
2309,24,7,2024,32,P,570,5,7,30000
5642,16,1,2024,39,L,749,8,5,30000
9867,28,2,2024,46,L,902,4,8,40000
2834,16,1,2024,69,L,831,5,7,20000
7469,5,7,2023,29,L,263,8,7,50000
8625,10,4,2023,49,L,75,6,1,20000
2901,9,9,2022,53,L,323,15,7,30000
6361,24,8,2022,57,L,57,3,14,10000
5145,10,9,2023,25,L,167,15,6,10000
4975,2,9,2023,31,L,369,10,13,40000
1484,21,3,2023,49,L,66,6,6,30000
950,17,6,2022,27,L,213,20,10,30000
7889,19,1,2023,27,L,59,17,8,40000
5951,14,3,2022,52,P,687,14,11,50000
1626,13,7,2023,31,P,337,17,11,40000
6645,9,1,2024,76,L,429,7,3,10000
5313,28,2,2023,61,P,383,20,13,30000
2871,18,9,2023,26,L,79,14,3,50000
9248,24,4,2024,67,P,274,1,5,20000
8120,11,4,2024,64,P,960,9,7,40000
8362,23,10,2022,80,L,542,1,1,30000
739,13,3,2023,35,P,68,12,6,30000
3528,13,5,2024,57,L,294,17,6,50000
2650,14,6,2023,45,P,40,10,7,50000
2471,6,1,2022,66,L,385,8,1,20000
4103,27,2,2023,37,L,397,1,12,30000
9966,1,5,2023,21,L,882,7,8,30000
2429,10,5,2023,76,L,698,12,7,30000
926,1,1,2022,62,P,420,14,2,20000
9048,23,11,2022,72,L,615,13,3,30000
9612,21,8,2023,48,P,579,1,4,40000
4813,10,11,2024,25,P,365,6,5,40000
8407,9,2,2024,72,L,344,2,2,50000
1708,12,7,2023,24,P,580,1,2,30000
1559,31,9,2023,77,P,182,10,1,40000
9608,2,11,2023,80,P,51,3,1,20000
3002,20,1,2022,70,P,995,9,7,50000
6198,24,11,2024,80,L,837,4,10,40000
2731,1,1,2023,43,L,155,3,11,20000
9301,29,10,2024,45,P,717,4,12,40000
5183,14,5,2024,31,P,199,8,2,50000
3593,8,11,2023,78,P,639,5,1,30000
1674,29,10,2022,80,P,464,5,4,10000
1504,1,5,2023,70,L,48,6,1,50000
9802,21,3,2022,55,L,866,11,6,50000
415,21,6,2024,74,L,127,2,9,40000
4552,17,2,2022,77,L,877,9,11,10000
7736,8,11,2024,75,P,48,6,2,40000
5038,10,7,2024,50,P,225,11,14,10000
7813,31,10,2023,79,L,545,11,9,30000
2061,12,5,2024,41,L,507,17,3,10000
220,23,9,2024,63,P,940,14,5,10000
8528,8,7,2024,42,L,720,11,12,50000
1647,10,2,2022,69,P,15,13,5,10000
4002,13,8,2022,21,P,938,16,10,30000
7423,14,11,2024,26,P,545,15,8,30000
1955,30,6,2023,60,P,585,3,1,10000
6265,2,9,2024,41,P,217,6,10,20000
1573,9,12,2022,48,L,47,7,14,40000
4794,7,7,2022,26,P,971,15,2,20000
7546,26,6,2022,40,P,254,2,3,20000
8117,17,11,2022,67,L,956,7,6,20000
4581,1,7,2024,28,P,731,13,12,10000
2825,26,9,2023,25,P,37,15,11,50000
9935,15,7,2023,54,L,215,16,5,10000
7952,11,6,2022,30,L,184,5,6,30000
7099,23,7,2024,71,L,176,7,6,10000
6114,12,10,2022,30,L,873,9,12,40000
3257,17,2,2022,37,L,450,11,4,30000
8066,12,6,2023,25,P,983,5,1,40000
5385,26,7,2022,31,L,613,16,4,30000
9373,15,7,2022,23,L,683,1,11,50000
8280,11,2,2024,59,P,787,4,11,10000
809,16,10,2022,22,P,894,4,5,10000
4871,17,4,2022,57,P,107,6,13,30000
9346,19,1,2024,67,L,811,7,3,40000
3592,25,7,2024,30,P,99,6,8,50000
6835,31,11,2024,59,P,406,9,4,30000
6829,3,8,2022,25,P,388,16,10,30000
8146,12,4,2022,49,L,251,17,1,10000
9486,21,8,2024,78,P,960,2,13,40000
5160,27,5,2022,50,P,269,8,1,40000
3022,14,3,2023,43,P,371,18,12,20000
2594,29,7,2022,53,L,530,8,8,50000
4812,10,9,2024,27,L,859,3,1,50000
952,24,4,2023,76,P,776,19,10,50000
6988,16,3,2022,34,L,231,4,5,30000
8743,2,4,2024,46,P,612,8,8,40000
9027,16,11,2024,74,P,526,5,8,10000
1220,23,10,2022,66,L,405,7,8,10000
6793,1,5,2024,42,P,379,2,4,30000
9312,13,4,2024,56,L,336,6,7,10000
7141,5,6,2024,62,P,440,20,13,30000
2306,23,5,2024,47,L,39,16,3,40000
7899,21,3,2023,46,L,517,3,14,50000
7371,29,9,2024,58,L,905,7,8,50000
822,30,1,2023,30,P,897,12,14,10000
4450,2,2,2024,23,P,671,16,14,30000
1528,14,7,2023,28,P,702,1,2,20000
5234,5,2,2022,64,P,106,3,10,20000
6257,14,11,2022,72,L,647,19,7,10000
5384,23,4,2023,31,L,848,16,8,10000
231,14,7,2023,77,L,93,2,11,30000
8351,22,6,2022,69,P,714,12,6,20000
7808,13,12,2024,53,L,807,18,3,50000
3585,1,11,2023,54,L,72,11,7,30000
4369,12,8,2024,26,P,563,18,13,50000
8360,4,3,2022,41,P,73,18,9,30000
4995,14,4,2022,38,L,913,5,8,20000
9553,13,12,2024,30,P,520,3,2,50000
8741,22,7,2024,76,P,933,12,1,20000
2166,27,6,2024,23,L,81,4,9,20000
48,31,9,2024,46,P,701,11,10,10000
8345,2,12,2022,55,P,719,4,10,20000
1534,10,2,2022,23,P,816,8,14,10000
1881,25,8,2022,61,L,372,12,4,40000
706,5,10,2022,62,P,782,16,9,10000
7678,27,6,2022,79,L,565,1,14,30000
7394,16,3,2024,51,L,491,9,11,10000
7501,20,7,2023,65,P,651,12,3,50000
8188,25,1,2022,53,P,378,18,2,30000
7020,3,9,2024,41,L,795,6,6,40000
2753,15,9,2023,21,P,61,4,13,30000
8286,13,1,2023,41,L,178,1,2,40000
8341,23,6,2023,39,L,382,19,6,20000
3003,12,10,2024,37,L,600,11,11,30000
156,29,11,2022,52,P,267,5,6,30000
4006,23,2,2023,26,L,222,5,7,40000
1814,7,7,2024,37,P,342,8,5,50000
1891,1,12,2022,22,P,681,2,8,50000
6066,7,2,2024,54,P,293,2,4,30000
282,3,9,2024,76,L,793,11,3,30000
4558,3,6,2022,32,L,631,13,5,30000
1043,12,4,2024,79,P,959,6,8,10000
5763,31,10,2023,46,P,644,16,14,40000
6099,14,9,2022,72,P,334,14,9,50000
7044,30,12,2024,63,L,739,15,4,10000
7583,28,9,2022,68,L,319,5,12,20000
4628,30,7,2023,47,L,615,3,1,50000
5184,11,5,2022,72,P,918,10,8,40000
4677,16,9,2024,21,L,564,8,14,50000
8751,22,12,2024,42,L,165,2,5,40000
814,18,12,2023,50,P,205,16,5,50000
8988,13,8,2022,22,P,557,14,6,40000
8648,7,11,2024,61,P,766,8,12,40000
701,8,7,2023,75,L,810,9,11,10000
368,7,2,2023,73,P,289,5,9,50000
2986,16,10,2023,58,P,26,14,10,50000
9403,24,4,2023,67,P,730,9,3,10000
9910,22,4,2023,40,L,341,20,12,20000
3530,27,6,2023,27,L,259,16,10,40000
250,11,4,2024,38,P,658,6,5,50000
490,7,7,2022,39,L,692,11,9,40000
9460,2,6,2023,54,P,492,9,14,40000
3991,22,6,2022,25,L,332,20,9,10000
5103,15,3,2023,75,L,629,19,5,10000
8210,29,7,2022,72,P,83,17,4,30000
9695,31,10,2022,68,L,851,16,1,30000
7693,28,6,2022,23,P,181,18,10,10000
9510,1,3,2024,35,L,435,20,5,30000
2121,25,3,2023,41,L,820,9,2,10000
9846,5,1,2024,71,L,503,6,11,20000
5049,13,12,2024,56,L,452,5,1,40000
8764,22,12,2024,42,L,263,6,12,40000
8308,30,5,2024,61,L,428,4,5,10000
8745,6,3,2024,29,P,441,2,3,30000
3955,31,5,2022,71,L,153,8,14,40000
4481,25,8,2023,45,L,208,16,10,40000
7197,20,5,2024,68,L,179,13,6,40000
2919,2,1,2023,55,L,77,5,9,50000
2437,16,7,2023,76,L,277,20,12,20000
9367,21,5,2022,46,P,714,5,2,20000
791,30,9,2022,56,P,557,3,4,20000
5108,9,2,2022,66,P,613,1,6,40000
2314,24,8,2024,54,P,297,8,8,30000
5626,31,1,2022,26,L,925,9,12,20000
144,16,9,2022,63,P,508,17,3,40000
6525,6,3,2024,62,P,113,17,4,20000
3351,5,9,2024,26,L,346,5,8,40000
632,3,9,2024,36,P,933,5,10,20000
8909,23,3,2022,43,P,343,11,9,10000
5190,13,8,2022,68,L,572,20,3,20000
5035,13,5,2024,67,P,118,14,10,10000
9144,5,11,2024,21,L,789,12,13,10000
6371,26,3,2024,44,L,202,19,2,40000
4544,15,2,2023,57,P,271,15,13,50000
8019,20,2,2023,77,L,852,13,14,40000
9983,1,3,2024,54,P,521,16,8,40000
1163,12,1,2023,37,L,390,8,3,30000
9289,26,12,2022,75,L,609,16,9,30000
5728,9,6,2023,45,P,934,7,3,20000
2491,3,12,2024,74,L,230,11,9,10000
1273,4,3,2022,35,P,920,6,5,30000
6554,7,6,2024,48,L,50,8,4,40000
6812,28,5,2023,76,L,528,18,13,30000
412,28,4,2023,23,P,963,19,14,20000
9168,8,4,2022,44,L,923,9,10,10000
5826,2,3,2024,69,P,57,2,7,30000
2344,21,8,2022,69,P,100,8,13,40000
7226,7,9,2022,32,P,271,3,10,10000
4524,16,6,2022,40,P,251,14,10,10000
8142,2,4,2022,37,P,253,1,5,40000
7817,19,7,2023,47,L,10,20,2,30000
518,25,4,2023,60,P,377,18,5,30000
9202,12,3,2022,39,L,402,20,14,20000
2459,16,5,2022,64,L,587,3,5,40000
131,24,2,2024,35,L,279,6,5,50000
9984,16,1,2022,54,P,300,15,8,40000
9168,5,12,2022,55,L,573,7,14,30000
4968,11,2,2022,64,L,435,15,6,50000
5344,20,8,2024,33,P,192,10,4,10000
9365,17,6,2024,49,L,938,13,11,20000
2519,24,2,2024,63,P,389,9,12,20000
6312,29,5,2022,77,P,343,2,3,20000
2994,27,6,2024,45,L,433,1,4,30000
4416,21,5,2024,46,P,521,3,9,10000
8583,26,10,2023,35,L,849,6,2,10000
3582,21,1,2024,68,P,746,15,7,40000
2227,5,8,2023,79,L,970,10,1,20000
8281,14,2,2024,24,L,379,9,12,50000
9541,20,5,2022,59,L,598,10,10,10000
7837,23,12,2024,60,P,325,14,6,30000
4439,25,2,2023,28,L,870,6,9,30000
127,5,2,2022,40,P,746,4,13,40000
9475,26,11,2023,31,L,938,8,1,40000
2051,4,4,2023,80,L,432,18,8,10000
1202,8,6,2024,56,P,771,12,9,20000
1934,6,12,2024,30,L,747,17,7,40000
3959,3,12,2024,72,L,307,6,14,40000
2821,8,10,2023,52,P,404,9,9,30000
3327,8,5,2024,52,P,306,17,7,30000
1424,3,1,2023,49,L,942,9,10,10000
351,24,9,2023,25,P,988,20,3,20000
7336,13,10,2022,63,L,823,8,5,10000
8632,8,12,2022,49,L,357,8,4,10000
9256,25,5,2024,22,P,654,11,14,10000
4967,6,8,2022,74,L,545,3,7,10000
44,26,2,2022,59,L,990,20,8,20000
3577,26,4,2023,32,P,451,4,11,10000
1446,5,4,2023,38,L,903,7,14,50000
9262,15,6,2023,72,L,341,2,4,20000
9265,4,2,2022,21,P,460,18,11,20000
6500,12,4,2024,59,L,576,11,12,40000
4278,23,2,2024,55,L,243,8,12,10000
1521,5,10,2024,32,L,781,3,12,50000
758,1,7,2024,57,P,111,6,13,50000
4403,23,9,2024,66,P,739,6,11,10000
1226,19,10,2024,38,P,107,8,11,40000
4524,1,7,2024,49,L,128,11,5,40000
3626,4,1,2022,66,P,977,3,12,20000
616,9,3,2022,28,L,767,18,12,30000
8938,3,5,2024,52,L,445,1,4,40000
8361,7,5,2023,32,P,537,15,5,40000
6303,13,2,2022,51,L,769,1,10,40000
8997,6,5,2023,76,P,905,14,11,20000
8649,31,11,2024,39,L,135,1,9,50000
733,22,4,2023,80,L,101,17,14,10000
5446,2,6,2022,29,P,45,12,13,30000
7627,10,12,2024,36,L,838,6,2,40000
9947,2,7,2024,64,L,356,4,8,50000
5666,3,1,2022,22,L,313,11,10,30000
6135,22,10,2023,64,L,895,20,8,40000
631,29,10,2023,60,L,460,1,13,40000
7074,2,8,2022,46,L,578,17,8,20000
2494,6,11,2024,71,L,549,10,6,50000
508,4,10,2024,61,P,320,19,3,30000
6756,11,10,2024,29,P,642,2,12,30000
30,27,4,2024,65,P,841,10,11,20000
834,27,10,2023,76,P,949,11,10,10000
2881,7,7,2022,79,L,475,6,14,30000
3449,8,1,2024,45,P,162,2,8,20000
438,19,1,2022,62,L,215,11,10,40000
2293,25,3,2023,30,P,868,10,14,20000
446,9,1,2022,76,L,532,19,4,30000
7456,9,1,2022,48,P,318,17,12,10000
6974,7,12,2024,75,L,129,3,10,40000
8634,5,10,2022,57,P,699,6,11,40000
17,14,10,2023,78,P,495,3,6,10000
6204,20,6,2024,34,L,218,10,13,40000
2960,25,1,2022,44,P,783,3,14,30000
2111,20,6,2024,33,P,531,10,3,20000
458,27,1,2022,30,L,218,7,4,20000
9626,10,3,2024,23,L,105,9,5,50000
1664,21,7,2024,70,L,395,2,4,40000
9237,18,2,2024,70,L,89,17,13,10000
2387,14,6,2024,25,L,665,11,12,20000
2534,28,1,2023,26,L,476,8,12,20000
9332,18,4,2022,68,L,306,9,2,50000
3283,13,10,2023,48,L,113,12,8,40000
8822,21,8,2024,73,P,707,10,2,50000
1544,29,5,2022,73,L,540,9,10,40000
3688,16,11,2023,52,P,511,12,9,40000
2440,12,1,2023,64,L,712,5,11,50000
1573,12,12,2023,50,P,542,2,7,20000
8558,3,11,2024,73,L,886,20,2,50000
5459,10,1,2022,55,P,227,12,3,20000
1605,30,2,2023,47,L,673,19,8,30000
4243,13,8,2022,66,P,967,11,13,10000
7675,6,10,2023,50,P,137,18,6,50000
9956,9,5,2023,52,L,390,1,8,20000
8364,23,10,2024,69,P,965,2,7,40000
5620,16,8,2022,22,L,141,13,2,40000
7005,29,2,2024,29,L,791,8,2,30000
4461,26,3,2022,68,P,701,1,11,20000
1450,21,8,2022,44,L,234,4,3,30000
2028,27,10,2024,44,P,585,4,6,20000
2538,28,10,2023,60,P,5,12,5,50000
2609,5,1,2022,53,P,599,18,10,50000
8940,19,9,2023,37,P,172,6,4,10000
9729,2,7,2022,41,L,931,2,11,30000
1088,3,11,2023,24,L,267,12,1,10000
7968,29,10,2022,66,P,483,20,6,40000
8609,6,1,2022,77,L,906,11,12,20000
3783,20,11,2024,27,P,360,5,12,50000
7885,31,10,2022,23,P,225,15,3,40000
5474,23,4,2023,31,P,616,9,8,20000
107,30,9,2022,22,P,507,4,1,10000
9823,3,1,2023,47,L,571,14,5,20000
551,16,1,2022,70,L,887,14,3,10000
6306,11,4,2024,40,L,911,2,13,40000
621,28,4,2024,57,L,10,15,12,20000
5048,7,3,2024,61,P,976,2,12,40000
9563,24,1,2024,24,P,828,6,2,50000
4084,9,3,2022,26,P,737,14,14,10000
3666,29,9,2023,68,P,173,14,3,50000
1378,6,2,2023,49,P,674,7,3,30000
4800,30,6,2022,64,L,254,14,8,50000
6850,3,6,2022,67,P,514,5,3,50000
842,10,8,2024,22,L,504,17,5,20000
1089,10,5,2022,70,P,568,19,14,30000
6720,21,7,2022,71,P,457,15,12,40000
1947,1,10,2024,44,P,779,16,10,20000
7037,29,8,2022,47,L,828,3,5,20000
8294,9,3,2024,25,L,130,11,11,30000
4499,17,10,2023,22,L,875,16,11,50000
5086,26,10,2022,25,P,940,14,9,50000
2931,22,4,2023,50,L,414,2,3,10000
7876,3,9,2022,44,L,458,12,8,50000
5517,6,3,2023,77,L,75,15,6,50000
8948,12,3,2023,54,P,43,18,11,50000
5900,24,11,2022,58,P,40,3,3,50000
8409,9,8,2023,50,P,183,2,12,30000
3519,15,11,2023,35,L,555,19,7,20000
1363,22,9,2023,49,P,283,6,12,30000
7646,9,8,2024,29,L,93,12,13,10000
829,24,12,2023,36,P,382,18,1,50000
2225,28,3,2024,39,L,315,18,12,20000
136,17,6,2024,51,P,699,2,14,10000
8544,16,1,2022,64,L,217,5,12,10000
351,8,1,2023,63,P,928,19,8,10000
9145,22,1,2023,29,L,617,4,11,10000
8399,1,8,2022,34,L,962,6,11,40000
2107,18,10,2023,76,P,450,13,3,40000
9075,8,4,2023,73,L,470,2,3,10000
127,3,2,2024,80,L,236,17,10,40000
2673,28,2,2024,79,L,893,8,14,30000
7687,5,1,2024,58,P,210,15,8,40000
9582,10,5,2023,27,P,259,2,7,40000
9314,11,1,2024,40,L,782,5,14,30000
3245,11,9,2023,62,P,62,14,1,50000
6772,11,3,2023,42,L,871,7,8,20000
3868,7,4,2022,71,L,762,19,7,20000
2416,29,1,2024,64,P,180,15,9,10000
1042,4,12,2024,71,L,920,20,14,40000
4412,16,7,2024,48,P,239,10,11,20000
2854,15,5,2024,31,P,864,2,12,50000
3226,10,3,2022,68,P,992,7,6,20000
3200,13,10,2022,67,P,836,11,7,30000
195,4,1,2023,41,L,163,13,6,20000
6763,17,1,2023,59,P,728,11,13,10000
2602,27,8,2022,77,L,139,11,11,30000
1821,16,11,2024,59,L,855,6,1,30000
9687,23,6,2023,63,L,130,11,4,40000
1843,27,2,2022,58,P,91,16,4,50000
8266,6,9,2023,31,L,602,14,5,50000
7339,21,7,2024,67,P,788,18,3,10000
2256,28,5,2024,35,P,706,7,11,20000
5590,18,6,2023,72,L,735,13,2,30000
3840,3,10,2022,59,P,117,5,10,50000
7759,7,5,2023,41,P,544,4,10,50000
8989,19,11,2023,34,L,269,16,3,30000
7449,3,7,2022,70,L,954,16,2,50000
9405,6,9,2022,27,P,440,2,4,10000
2738,7,8,2022,23,L,634,17,10,20000
6085,7,9,2024,39,L,665,20,4,50000
3507,30,10,2024,22,P,334,17,7,50000
5801,22,9,2022,24,P,112,20,10,20000
1594,15,8,2022,23,L,548,17,13,50000
4277,29,6,2024,70,P,372,12,9,10000
5323,24,12,2024,22,L,752,2,7,30000
6409,10,10,2024,46,P,651,16,12,40000
7418,29,4,2022,43,P,991,1,13,30000
881,30,1,2023,54,L,528,2,10,50000
506,22,1,2023,42,P,345,5,11,10000
1423,3,3,2022,44,P,988,14,14,40000
569,18,5,2022,34,P,113,1,13,50000
7351,9,6,2023,31,L,474,11,3,30000
3205,30,2,2023,57,P,932,16,14,10000
9853,18,3,2023,53,P,162,4,9,10000
5403,31,9,2023,73,P,45,19,4,50000
8089,31,8,2024,62,L,976,8,2,10000
2659,16,8,2022,50,P,296,12,10,40000
99,9,6,2023,42,L,971,10,7,50000
7909,1,8,2024,69,L,723,10,6,40000
2207,8,4,2022,58,L,472,9,12,30000
8077,20,3,2023,41,L,807,13,7,40000
3655,8,2,2024,48,P,469,18,1,40000
3471,7,7,2024,72,L,784,6,10,50000
3604,16,4,2022,45,L,587,15,6,20000
1177,24,3,2022,33,P,812,8,7,10000
1382,28,3,2022,60,L,370,10,3,40000
7610,16,7,2024,26,P,912,8,8,50000
2969,14,2,2022,57,P,81,3,10,40000
4352,30,6,2024,23,L,549,16,2,20000
8000,3,8,2022,53,P,570,20,10,30000
3887,22,3,2023,28,P,150,4,12,40000
8140,7,1,2022,22,L,568,1,12,20000
9379,7,9,2023,49,L,412,13,10,50000
3753,5,5,2024,38,P,996,14,9,50000
747,27,2,2022,34,L,452,2,10,10000
2255,12,6,2022,25,L,205,4,1,20000
4815,29,5,2023,51,L,601,18,14,30000
9261,15,9,2023,46,P,932,6,12,10000
1266,29,6,2023,28,L,110,4,1,30000
4800,22,10,2023,34,P,294,19,5,10000
9753,10,12,2022,32,L,918,13,2,30000
6805,19,10,2023,76,P,824,19,9,30000
7814,23,7,2024,53,L,869,9,2,10000
6426,6,12,2022,65,P,44,7,11,20000
6079,26,5,2023,34,P,382,8,12,40000
7429,28,1,2022,44,L,278,19,13,20000
897,6,10,2024,41,L,682,3,12,20000
8174,8,6,2024,56,L,163,3,11,50000
3898,22,2,2024,69,L,550,9,7,50000
2766,27,7,2024,49,P,296,3,6,10000
3624,27,2,2023,37,L,170,6,14,40000
8304,31,2,2023,28,L,857,8,4,20000
6947,3,5,2022,61,L,969,10,4,30000
7507,12,11,2023,73,L,717,5,13,50000
910,7,5,2024,69,P,821,14,13,10000
711,8,1,2023,51,P,265,12,5,40000
6781,10,3,2022,29,L,262,2,13,50000
9094,22,9,2023,38,P,156,12,7,20000
6468,25,7,2023,71,L,442,10,11,40000
9107,13,4,2023,51,L,752,11,12,10000
9120,4,7,2022,32,P,924,20,11,50000
1616,14,7,2022,36,P,322,10,11,50000
5140,13,6,2023,79,L,404,13,4,30000
8569,16,7,2024,31,L,104,20,14,10000
2151,12,9,2023,51,P,778,20,9,50000
7317,17,8,2024,23,L,387,8,13,40000
4959,17,5,2023,78,P,569,5,9,30000
6674,10,5,2022,45,P,765,7,2,10000
3650,20,6,2022,21,P,846,12,3,50000
1848,14,5,2022,29,L,474,9,13,30000
2601,25,3,2022,23,L,968,2,3,30000
4484,24,6,2024,73,P,165,8,9,20000
6954,30,10,2022,27,P,50,16,5,20000
3755,3,8,2023,50,P,134,18,1,40000
1185,10,7,2022,73,L,460,20,10,30000
529,19,7,2023,64,P,470,2,3,10000
6589,10,3,2023,73,L,704,19,7,10000
8371,8,5,2024,57,L,397,7,13,30000
1911,22,4,2022,22,L,359,6,2,20000
7505,26,6,2022,57,L,283,8,4,30000
1770,31,4,2022,52,L,15,16,2,30000
6110,3,6,2024,47,P,541,1,2,10000
6034,15,5,2023,60,P,689,15,11,30000
6458,5,8,2024,74,L,897,15,4,50000
2574,29,1,2023,74,L,323,14,2,10000
1930,23,6,2023,53,L,318,1,13,10000
5274,30,8,2022,23,L,384,19,12,30000
7864,5,10,2022,75,P,229,14,4,20000
1837,30,8,2023,21,L,711,17,2,20000
6129,12,11,2022,44,P,9,19,10,30000
2278,11,11,2023,78,P,998,4,12,10000
7953,28,7,2024,37,L,649,14,8,10000
8377,9,9,2023,35,L,182,5,5,50000
7779,2,10,2022,55,L,222,13,11,30000
109,25,5,2023,52,L,750,6,13,10000
8123,24,2,2024,62,L,755,3,9,20000
9065,23,7,2022,22,L,149,10,2,30000
5740,24,5,2022,37,L,200,2,7,50000
370,19,8,2024,40,P,767,9,13,20000
3919,19,11,2023,27,L,435,2,4,40000
8155,16,2,2024,49,P,816,15,4,20000
5954,28,1,2024,26,L,954,15,6,50000
8367,21,4,2023,54,L,887,13,14,40000
293,30,1,2022,72,P,923,3,12,10000
1946,31,8,2024,62,P,121,6,2,40000
7001,20,2,2022,58,P,231,10,6,50000
2838,8,4,2022,46,L,463,20,14,30000
6759,6,12,2024,35,L,932,18,9,30000
5264,5,1,2023,32,P,928,11,9,10000
8063,27,7,2024,56,L,285,17,11,50000
5191,16,6,2022,26,L,215,20,5,40000
2027,28,5,2024,76,L,816,15,10,10000
8608,18,8,2023,42,P,291,15,7,20000
5068,13,7,2023,36,L,487,10,6,50000
9378,29,2,2023,58,P,89,8,1,40000
6946,5,1,2022,62,P,315,1,8,30000
8467,8,11,2024,59,P,212,4,11,40000
1621,10,6,2024,76,L,683,6,5,50000
1171,23,5,2024,63,L,759,11,3,40000
3378,4,9,2024,43,P,902,3,7,10000
1314,24,8,2022,48,P,100,17,4,50000
4400,29,2,2023,75,L,364,2,14,50000
6397,14,9,2023,50,L,993,10,7,30000
8311,21,2,2022,59,L,670,2,5,50000
8969,17,4,2023,48,L,158,2,2,20000
9568,17,8,2022,29,P,999,4,14,50000
7150,8,10,2022,27,L,489,10,10,10000
8596,13,6,2024,69,L,9,16,13,10000
6434,5,8,2023,59,L,213,10,1,50000
8592,23,2,2022,45,P,215,4,8,50000
5486,2,10,2022,31,L,79,10,7,30000
4906,4,4,2022,22,P,775,8,6,40000
4420,11,1,2022,56,L,369,17,4,30000
2728,2,5,2022,24,L,281,3,4,40000
9936,21,7,2023,43,L,765,11,11,10000
2383,8,11,2023,78,P,217,7,11,50000
3470,8,10,2024,22,P,133,11,2,40000
5489,13,6,2024,55,L,781,10,14,20000
7218,19,2,2024,38,P,156,13,4,20000
6798,15,4,2022,51,P,83,16,4,20000
4550,25,9,2024,75,P,360,4,9,50000
2755,24,2,2024,63,L,347,15,10,40000
8099,18,7,2023,54,L,319,3,5,40000
3145,18,11,2022,59,L,658,20,6,10000
1659,1,8,2023,46,P,259,20,3,40000
6696,24,8,2023,58,P,151,18,13,10000
7805,23,4,2022,23,P,133,10,8,40000
8546,26,6,2022,52,L,376,11,10,50000
6697,28,4,2023,43,L,421,12,4,40000
6949,23,1,2023,36,P,11,2,10,30000
9202,11,3,2022,70,P,193,8,9,50000
5222,19,6,2023,65,L,31,14,5,50000
1181,31,2,2022,28,L,339,20,13,40000
4349,29,4,2023,43,P,911,8,1,30000
1840,7,12,2022,68,L,430,7,13,40000
908,22,10,2024,52,P,833,1,3,40000
3022,20,11,2022,62,P,56,12,4,20000
9921,23,5,2022,76,P,589,15,12,10000
3237,13,5,2022,31,P,149,5,13,40000
3597,7,2,2023,68,P,890,10,9,30000
5171,2,12,2024,33,L,44,5,8,30000
161,30,6,2022,75,L,677,18,10,40000
7281,29,11,2022,55,P,152,13,3,20000
13,7,8,2022,35,L,910,1,2,30000
9098,18,2,2024,30,P,147,10,10,50000
7339,3,6,2022,31,L,401,20,9,30000
1579,8,10,2022,65,L,575,8,9,40000
2508,6,5,2023,41,P,625,9,14,40000
7946,8,11,2023,32,L,762,13,11,50000
7069,17,3,2023,46,P,183,3,13,30000
6215,23,11,2023,53,L,316,3,7,30000
3834,5,8,2023,78,L,565,20,10,50000
1893,17,7,2023,49,L,937,4,8,30000
8158,13,8,2024,79,P,215,19,5,30000
3756,9,10,2022,66,L,840,8,11,20000
2875,12,5,2024,76,P,594,4,1,20000
6338,6,2,2022,50,P,445,11,10,20000
6856,15,5,2022,27,L,313,4,10,30000
2836,2,10,2023,48,P,877,16,3,30000
8163,8,11,2022,24,P,690,20,5,50000
3711,1,4,2023,51,L,833,4,2,50000
